,D,I1,I2,I3,q1,q2,q3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5
572,637,2.162653,-20.603322,27,0.004334,-0.00013,-0.000113,-82.921834,24.192866,52.086919,92.472896,-1.470778,0,-6.450127,-0.200613,-0.010665,0.311499,0.000001,0.000007,0.000005,/home/martin/data/v2/filtered/637_r_img_blc.ppm,/home/martin/data/v2/filtered/637_l_img_blc.ppm
573,638,-15.999901,-2.76315,27,0.004334,-0.00013,-0.000113,-82.921834,24.192866,52.086919,92.472896,-1.470778,0,-6.450127,-0.200613,-0.010665,0.311499,0.000001,0.000007,0.000005,/home/martin/data/v2/filtered/638_r_img_blc.ppm,/home/martin/data/v2/filtered/638_l_img_blc.ppm
574,639,-17.721689,-15.172442,27,0.004334,-0.00013,-0.000113,-82.921834,24.192866,52.086919,92.472896,-1.470778,0,-6.450127,-0.200613,-0.010665,0.311499,0.000001,0.000007,0.000005,/home/martin/data/v2/filtered/639_r_img_blc.ppm,/home/martin/data/v2/filtered/639_l_img_blc.ppm
575,640,5.496117,-16.167115,27,0.004334,0.00013,0.000113,-95,23.424259,70.072317,95.616799,-62.244286,-20.786609,1.212539,-0.179735,-0.055337,0.332516,0.001563,0.015916,0.012848,/home/martin/data/v2/filtered/640_r_img_blc.ppm,/home/martin/data/v2/filtered/640_l_img_blc.ppm
576,641,3.037827,-25.531088,27,0.004334,0.00013,0.000113,-95,23.424259,70.072317,95.616799,-62.244286,-20.786609,1.212539,-0.179735,-0.055337,0.332516,0.001563,0.015916,0.012848,/home/martin/data/v2/filtered/641_r_img_blc.ppm,/home/martin/data/v2/filtered/641_l_img_blc.ppm
577,642,-10.200494,-22.126813,27,0.004334,0.00013,0.000113,-95,23.424259,70.072317,95.616799,-62.244286,-20.786609,1.212539,-0.179735,-0.055337,0.332516,0.001563,0.015916,0.012848,/home/martin/data/v2/filtered/642_r_img_blc.ppm,/home/martin/data/v2/filtered/642_l_img_blc.ppm
578,643,-5.466352,-27.250199,27,0.004334,0.00013,0.000113,-95,23.424259,70.072317,95.616799,-62.244286,-20.786609,1.212539,-0.179735,-0.055337,0.332516,0.001563,0.015916,0.012848,/home/martin/data/v2/filtered/643_r_img_blc.ppm,/home/martin/data/v2/filtered/643_l_img_blc.ppm
579,644,-16.75923,22.043086,28,0.004334,0.00013,0.000113,-76.816991,24.57277,43.197169,97.13804,-1.372338,0,-9.243599,-0.195592,0.009641,0.312567,0.000001,0.000004,0.000002,/home/martin/data/v2/filtered/644_r_img_blc.ppm,/home/martin/data/v2/filtered/644_l_img_blc.ppm
580,645,-0.036464,-3.650134,28,0.004334,0.00013,0.000113,-76.816991,24.57277,43.197169,97.13804,-1.372338,0,-9.243599,-0.195592,0.009641,0.312567,0.000001,0.000004,0.000002,/home/martin/data/v2/filtered/645_r_img_blc.ppm,/home/martin/data/v2/filtered/645_l_img_blc.ppm
581,646,-19.979148,12.625975,28,0.004334,0.00013,0.000113,-76.816991,24.57277,43.197169,97.13804,-1.372338,0,-9.243599,-0.195592,0.009641,0.312567,0.000001,0.000004,0.000002,/home/martin/data/v2/filtered/646_r_img_blc.ppm,/home/martin/data/v2/filtered/646_l_img_blc.ppm
582,647,-19.842857,-21.93942,28,0.004334,0.00013,0.000113,-76.816991,24.57277,43.197169,97.13804,-1.372338,0,-9.243599,-0.195592,0.009641,0.312567,0.000001,0.000004,0.000002,/home/martin/data/v2/filtered/647_r_img_blc.ppm,/home/martin/data/v2/filtered/647_l_img_blc.ppm
583,648,5.112239,-13.39811,28,0.004334,-0.00013,-0.000113,-95,23.582102,66.37879,93.198261,-68.62349,-20.836289,0.571167,-0.186621,-0.040785,0.341998,0.001801,0.011931,0.011079,/home/martin/data/v2/filtered/648_r_img_blc.ppm,/home/martin/data/v2/filtered/648_l_img_blc.ppm
584,649,8.826486,-24.229884,28,0.004334,-0.00013,-0.000113,-95,23.582102,66.37879,93.198261,-68.62349,-20.836289,0.571167,-0.186621,-0.040785,0.341998,0.001801,0.011931,0.011079,/home/martin/data/v2/filtered/649_r_img_blc.ppm,/home/martin/data/v2/filtered/649_l_img_blc.ppm
585,650,-10.21736,2.824853,28,0.004334,-0.00013,-0.000113,-95,23.582102,66.37879,93.198261,-68.62349,-20.836289,0.571167,-0.186621,-0.040785,0.341998,0.001801,0.011931,0.011079,/home/martin/data/v2/filtered/650_r_img_blc.ppm,/home/martin/data/v2/filtered/650_l_img_blc.ppm
586,651,-14.027419,-29.757506,28,0.004334,-0.00013,-0.000113,-95,23.582102,66.37879,93.198261,-68.62349,-20.836289,0.571167,-0.186621,-0.040785,0.341998,0.001801,0.011931,0.011079,/home/martin/data/v2/filtered/651_r_img_blc.ppm,/home/martin/data/v2/filtered/651_l_img_blc.ppm
587,653,9.480238,-18.446374,28,0.004334,-0.00013,-0.000113,-95,23.661172,64.528567,94.122865,-56.776232,-20.568545,1.969227,-0.183185,-0.044327,0.355276,0.002495,0.019679,0.019355,/home/martin/data/v2/filtered/653_r_img_blc.ppm,/home/martin/data/v2/filtered/653_l_img_blc.ppm
588,654,-3.077706,-6.108804,28,0.004334,-0.00013,-0.000113,-95,23.661172,64.528567,94.122865,-56.776232,-20.568545,1.969227,-0.183185,-0.044327,0.355276,0.002495,0.019679,0.019355,/home/martin/data/v2/filtered/654_r_img_blc.ppm,/home/martin/data/v2/filtered/654_l_img_blc.ppm
589,655,-1.750559,-22.677259,28,0.004334,-0.00013,-0.000113,-95,23.661172,64.528567,94.122865,-56.776232,-20.568545,1.969227,-0.183185,-0.044327,0.355276,0.002495,0.019679,0.019355,/home/martin/data/v2/filtered/655_r_img_blc.ppm,/home/martin/data/v2/filtered/655_l_img_blc.ppm
590,656,6.088691,9.59059,28,0.004334,-0.00013,-0.000113,-95,23.68156,64.051494,90.830674,-61.25034,-20.68153,1.488997,-0.193368,-0.02832,0.345008,0.001519,0.007248,0.007382,/home/martin/data/v2/filtered/656_r_img_blc.ppm,/home/martin/data/v2/filtered/656_l_img_blc.ppm
591,657,4.87899,-14.271354,28,0.004334,-0.00013,-0.000113,-95,23.68156,64.051494,90.830674,-61.25034,-20.68153,1.488997,-0.193368,-0.02832,0.345008,0.001519,0.007248,0.007382,/home/martin/data/v2/filtered/657_r_img_blc.ppm,/home/martin/data/v2/filtered/657_l_img_blc.ppm
592,658,-3.966726,12.735607,28,0.004334,-0.00013,-0.000113,-95,23.68156,64.051494,90.830674,-61.25034,-20.68153,1.488997,-0.193368,-0.02832,0.345008,0.001519,0.007248,0.007382,/home/martin/data/v2/filtered/658_r_img_blc.ppm,/home/martin/data/v2/filtered/658_l_img_blc.ppm
593,659,-7.749446,-21.381576,28,0.004334,-0.00013,-0.000113,-95,23.68156,64.051494,90.830674,-61.25034,-20.68153,1.488997,-0.193368,-0.02832,0.345008,0.001519,0.007248,0.007382,/home/martin/data/v2/filtered/659_r_img_blc.ppm,/home/martin/data/v2/filtered/659_l_img_blc.ppm
594,660,9.663901,12.91034,28,0.004334,-0.00013,-0.000113,-95,24.00538,56.474099,88.161748,-8.267757,-16.863573,6.138351,-0.197783,-0.00018,0.360414,0.0008,0.002723,0.003658,/home/martin/data/v2/filtered/660_r_img_blc.ppm,/home/martin/data/v2/filtered/660_l_img_blc.ppm
595,661,9.972802,-28.372845,28,0.004334,-0.00013,-0.000113,-95,24.00538,56.474099,88.161748,-8.267757,-16.863573,6.138351,-0.197783,-0.00018,0.360414,0.0008,0.002723,0.003658,/home/martin/data/v2/filtered/661_r_img_blc.ppm,/home/martin/data/v2/filtered/661_l_img_blc.ppm
596,662,0.007373,29.673244,28,0.004334,-0.00013,-0.000113,-95,24.00538,56.474099,88.161748,-8.267757,-16.863573,6.138351,-0.197783,-0.00018,0.360414,0.0008,0.002723,0.003658,/home/martin/data/v2/filtered/662_r_img_blc.ppm,/home/martin/data/v2/filtered/662_l_img_blc.ppm
597,663,-4.428418,-10.841121,28,0.004334,-0.00013,-0.000113,-95,24.00538,56.474099,88.161748,-8.267757,-16.863573,6.138351,-0.197783,-0.00018,0.360414,0.0008,0.002723,0.003658,/home/martin/data/v2/filtered/663_r_img_blc.ppm,/home/martin/data/v2/filtered/663_l_img_blc.ppm
598,664,8.61252,10.432208,28,0.004334,0.00013,0.000113,-93.069211,23.884726,59.297401,88.338446,-0.073476,0,-3.172311,-0.19561,-0.020891,0.329107,0.000005,0.000082,0.000032,/home/martin/data/v2/filtered/664_r_img_blc.ppm,/home/martin/data/v2/filtered/664_l_img_blc.ppm
599,665,9.6011,-26.295276,28,0.004334,0.00013,0.000113,-93.069211,23.884726,59.297401,88.338446,-0.073476,0,-3.172311,-0.19561,-0.020891,0.329107,0.000005,0.000082,0.000032,/home/martin/data/v2/filtered/665_r_img_blc.ppm,/home/martin/data/v2/filtered/665_l_img_blc.ppm
600,666,-18.113046,15.177074,28,0.004334,0.00013,0.000113,-93.069211,23.884726,59.297401,88.338446,-0.073476,0,-3.172311,-0.19561,-0.020891,0.329107,0.000005,0.000082,0.000032,/home/martin/data/v2/filtered/666_r_img_blc.ppm,/home/martin/data/v2/filtered/666_l_img_blc.ppm
601,667,-19.940535,-10.310365,28,0.004334,0.00013,0.000113,-93.069211,23.884726,59.297401,88.338446,-0.073476,0,-3.172311,-0.19561,-0.020891,0.329107,0.000005,0.000082,0.000032,/home/martin/data/v2/filtered/667_r_img_blc.ppm,/home/martin/data/v2/filtered/667_l_img_blc.ppm
602,668,-1.07921,4.077948,28,0.004334,-0.00013,-0.000113,-91.480812,23.939982,58.004419,88.978559,-1.561783,0,-3.776871,-0.195928,-0.019023,0.326821,0,0.000015,0.000009,/home/martin/data/v2/filtered/668_r_img_blc.ppm,/home/martin/data/v2/filtered/668_l_img_blc.ppm
603,669,-3.623079,-11.25965,28,0.004334,-0.00013,-0.000113,-91.480812,23.939982,58.004419,88.978559,-1.561783,0,-3.776871,-0.195928,-0.019023,0.326821,0,0.000015,0.000009,/home/martin/data/v2/filtered/669_r_img_blc.ppm,/home/martin/data/v2/filtered/669_l_img_blc.ppm
604,670,-7.050918,12.390114,28,0.004334,-0.00013,-0.000113,-91.480812,23.939982,58.004419,88.978559,-1.561783,0,-3.776871,-0.195928,-0.019023,0.326821,0,0.000015,0.000009,/home/martin/data/v2/filtered/670_r_img_blc.ppm,/home/martin/data/v2/filtered/670_l_img_blc.ppm
605,671,-10.913534,-11.319531,28,0.004334,-0.00013,-0.000113,-91.480812,23.939982,58.004419,88.978559,-1.561783,0,-3.776871,-0.195928,-0.019023,0.326821,0,0.000015,0.000009,/home/martin/data/v2/filtered/671_r_img_blc.ppm,/home/martin/data/v2/filtered/671_l_img_blc.ppm
606,672,-12.546823,-1.715124,28,0.004334,-0.00013,-0.000113,-91.678119,23.736174,62.773511,91.524728,-0.831946,0,-3.806133,-0.18855,-0.032778,0.314064,0,0.000004,0.000002,/home/martin/data/v2/filtered/672_r_img_blc.ppm,/home/martin/data/v2/filtered/672_l_img_blc.ppm
607,673,8.363492,-29.90096,28,0.004334,-0.00013,-0.000113,-91.678119,23.736174,62.773511,91.524728,-0.831946,0,-3.806133,-0.18855,-0.032778,0.314064,0,0.000004,0.000002,/home/martin/data/v2/filtered/673_r_img_blc.ppm,/home/martin/data/v2/filtered/673_l_img_blc.ppm
608,674,-14.200795,9.851853,28,0.004334,-0.00013,-0.000113,-91.678119,23.736174,62.773511,91.524728,-0.831946,0,-3.806133,-0.18855,-0.032778,0.314064,0,0.000004,0.000002,/home/martin/data/v2/filtered/674_r_img_blc.ppm,/home/martin/data/v2/filtered/674_l_img_blc.ppm
609,675,-18.821196,-25.251455,28,0.004334,-0.00013,-0.000113,-91.678119,23.736174,62.773511,91.524728,-0.831946,0,-3.806133,-0.18855,-0.032778,0.314064,0,0.000004,0.000002,/home/martin/data/v2/filtered/675_r_img_blc.ppm,/home/martin/data/v2/filtered/675_l_img_blc.ppm
610,676,6.951647,19.267663,28,0.004334,0.00013,0.000113,-70.840613,24.999572,33.215788,102.463973,-2.523594,-0.00212,-12.70633,-0.186977,0.035769,0.314398,0.000279,0.000296,0.000181,/home/martin/data/v2/filtered/676_r_img_blc.ppm,/home/martin/data/v2/filtered/676_l_img_blc.ppm
611,677,7.595092,-7.382756,28,0.004334,0.00013,0.000113,-70.840613,24.999572,33.215788,102.463973,-2.523594,-0.00212,-12.70633,-0.186977,0.035769,0.314398,0.000279,0.000296,0.000181,/home/martin/data/v2/filtered/677_r_img_blc.ppm,/home/martin/data/v2/filtered/677_l_img_blc.ppm
612,678,-19.427963,26.936559,28,0.004334,0.00013,0.000113,-70.840613,24.999572,33.215788,102.463973,-2.523594,-0.00212,-12.70633,-0.186977,0.035769,0.314398,0.000279,0.000296,0.000181,/home/martin/data/v2/filtered/678_r_img_blc.ppm,/home/martin/data/v2/filtered/678_l_img_blc.ppm
613,679,-19.046491,4.272475,28,0.004334,0.00013,0.000113,-70.840613,24.999572,33.215788,102.463973,-2.523594,-0.00212,-12.70633,-0.186977,0.035769,0.314398,0.000279,0.000296,0.000181,/home/martin/data/v2/filtered/679_r_img_blc.ppm,/home/martin/data/v2/filtered/679_l_img_blc.ppm
614,680,2.406959,2.563002,28,0.004334,0.00013,0.000113,-95,23.49706,68.368792,96.538706,28.919074,-13.103217,6.585045,-0.17549,-0.053588,0.339596,0.001329,0.017784,0.015148,/home/martin/data/v2/filtered/680_r_img_blc.ppm,/home/martin/data/v2/filtered/680_l_img_blc.ppm
615,681,9.160838,-26.060116,28,0.004334,0.00013,0.000113,-95,23.49706,68.368792,96.538706,28.919074,-13.103217,6.585045,-0.17549,-0.053588,0.339596,0.001329,0.017784,0.015148,/home/martin/data/v2/filtered/681_r_img_blc.ppm,/home/martin/data/v2/filtered/681_l_img_blc.ppm
616,683,-3.65702,-28.264966,28,0.004334,0.00013,0.000113,-95,23.49706,68.368792,96.538706,28.919074,-13.103217,6.585045,-0.17549,-0.053588,0.339596,0.001329,0.017784,0.015148,/home/martin/data/v2/filtered/683_r_img_blc.ppm,/home/martin/data/v2/filtered/683_l_img_blc.ppm
617,684,9.57486,26.323536,28,0.004334,-0.00013,-0.000113,-90.643565,24.435817,46.401864,87.494915,-0.80165,0,-5.291272,-0.197146,0.015122,0.351917,0.000002,0.000006,0.000005,/home/martin/data/v2/filtered/684_r_img_blc.ppm,/home/martin/data/v2/filtered/684_l_img_blc.ppm
618,685,7.244878,-12.874821,28,0.004334,-0.00013,-0.000113,-90.643565,24.435817,46.401864,87.494915,-0.80165,0,-5.291272,-0.197146,0.015122,0.351917,0.000002,0.000006,0.000005,/home/martin/data/v2/filtered/685_r_img_blc.ppm,/home/martin/data/v2/filtered/685_l_img_blc.ppm
619,686,-19.822905,24.381146,28,0.004334,-0.00013,-0.000113,-90.643565,24.435817,46.401864,87.494915,-0.80165,0,-5.291272,-0.197146,0.015122,0.351917,0.000002,0.000006,0.000005,/home/martin/data/v2/filtered/686_r_img_blc.ppm,/home/martin/data/v2/filtered/686_l_img_blc.ppm
620,687,-10.552478,-26.860548,28,0.004334,-0.00013,-0.000113,-90.643565,24.435817,46.401864,87.494915,-0.80165,0,-5.291272,-0.197146,0.015122,0.351917,0.000002,0.000006,0.000005,/home/martin/data/v2/filtered/687_r_img_blc.ppm,/home/martin/data/v2/filtered/687_l_img_blc.ppm
621,688,-2.053183,20.501672,29,0.004334,-0.00013,-0.000113,-88.714294,23.90667,58.7839,93.36263,-0.27977,0,-5.202114,-0.18671,-0.025706,0.314705,0.000001,0.000006,0.000002,/home/martin/data/v2/filtered/688_r_img_blc.ppm,/home/martin/data/v2/filtered/688_l_img_blc.ppm
622,689,0.590515,-25.240826,29,0.004334,-0.00013,-0.000113,-88.714294,23.90667,58.7839,93.36263,-0.27977,0,-5.202114,-0.18671,-0.025706,0.314705,0.000001,0.000006,0.000002,/home/martin/data/v2/filtered/689_r_img_blc.ppm,/home/martin/data/v2/filtered/689_l_img_blc.ppm
623,690,-18.633076,2.947355,29,0.004334,-0.00013,-0.000113,-88.714294,23.90667,58.7839,93.36263,-0.27977,0,-5.202114,-0.18671,-0.025706,0.314705,0.000001,0.000006,0.000002,/home/martin/data/v2/filtered/690_r_img_blc.ppm,/home/martin/data/v2/filtered/690_l_img_blc.ppm
624,691,-16.910453,-13.017446,29,0.004334,-0.00013,-0.000113,-88.714294,23.90667,58.7839,93.36263,-0.27977,0,-5.202114,-0.18671,-0.025706,0.314705,0.000001,0.000006,0.000002,/home/martin/data/v2/filtered/691_r_img_blc.ppm,/home/martin/data/v2/filtered/691_l_img_blc.ppm
625,692,1.976507,6.211883,29,0.004334,0.00013,0.000113,-95,23.774062,61.886947,89.680315,0.405764,-6.795979,0.922909,-0.190555,-0.022303,0.335547,0,0.000002,0.000002,/home/martin/data/v2/filtered/692_r_img_blc.ppm,/home/martin/data/v2/filtered/692_l_img_blc.ppm
626,693,3.68002,-29.243162,29,0.004334,0.00013,0.000113,-95,23.774062,61.886947,89.680315,0.405764,-6.795979,0.922909,-0.190555,-0.022303,0.335547,0,0.000002,0.000002,/home/martin/data/v2/filtered/693_r_img_blc.ppm,/home/martin/data/v2/filtered/693_l_img_blc.ppm
627,694,-16.132318,21.393681,29,0.004334,0.00013,0.000113,-95,23.774062,61.886947,89.680315,0.405764,-6.795979,0.922909,-0.190555,-0.022303,0.335547,0,0.000002,0.000002,/home/martin/data/v2/filtered/694_r_img_blc.ppm,/home/martin/data/v2/filtered/694_l_img_blc.ppm
628,695,-19.581675,-29.154204,29,0.004334,0.00013,0.000113,-95,23.774062,61.886947,89.680315,0.405764,-6.795979,0.922909,-0.190555,-0.022303,0.335547,0,0.000002,0.000002,/home/martin/data/v2/filtered/695_r_img_blc.ppm,/home/martin/data/v2/filtered/695_l_img_blc.ppm
629,696,9.725774,24.7726,29,0.004334,0.00013,0.000113,-84.576805,24.960927,34.114301,96.014741,-1.910126,0,-9.302068,-0.176461,0.045602,0.355853,0.000002,0.000004,0.000003,/home/martin/data/v2/filtered/696_r_img_blc.ppm,/home/martin/data/v2/filtered/696_l_img_blc.ppm
630,697,9.78809,1.258924,29,0.004334,0.00013,0.000113,-84.576805,24.960927,34.114301,96.014741,-1.910126,0,-9.302068,-0.176461,0.045602,0.355853,0.000002,0.000004,0.000003,/home/martin/data/v2/filtered/697_r_img_blc.ppm,/home/martin/data/v2/filtered/697_l_img_blc.ppm
631,698,1.860513,29.756884,29,0.004334,0.00013,0.000113,-84.576805,24.960927,34.114301,96.014741,-1.910126,0,-9.302068,-0.176461,0.045602,0.355853,0.000002,0.000004,0.000003,/home/martin/data/v2/filtered/698_r_img_blc.ppm,/home/martin/data/v2/filtered/698_l_img_blc.ppm
632,700,8.435694,27.863762,29,0.004334,-0.00013,-0.000113,-78.578501,24.933305,34.760639,98.696007,-1.464665,0,-10.637427,-0.183387,0.037417,0.335856,0.000002,0.000003,0.000003,/home/martin/data/v2/filtered/700_r_img_blc.ppm,/home/martin/data/v2/filtered/700_l_img_blc.ppm
633,702,-16.071189,27.611466,29,0.004334,-0.00013,-0.000113,-78.578501,24.933305,34.760639,98.696007,-1.464665,0,-10.637427,-0.183387,0.037417,0.335856,0.000002,0.000003,0.000003,/home/martin/data/v2/filtered/702_r_img_blc.ppm,/home/martin/data/v2/filtered/702_l_img_blc.ppm
634,703,-9.861752,9.667368,29,0.004334,-0.00013,-0.000113,-78.578501,24.933305,34.760639,98.696007,-1.464665,0,-10.637427,-0.183387,0.037417,0.335856,0.000002,0.000003,0.000003,/home/martin/data/v2/filtered/703_r_img_blc.ppm,/home/martin/data/v2/filtered/703_l_img_blc.ppm
635,705,7.561635,-24.388093,29,0.004334,0.00013,0.000113,-95,23.710757,63.368272,93.037342,69.859182,-9.138339,3.916236,-0.185696,-0.03279,0.351556,0.001828,0.011946,0.012295,/home/martin/data/v2/filtered/705_r_img_blc.ppm,/home/martin/data/v2/filtered/705_l_img_blc.ppm
636,706,3.429829,6.619143,29,0.004334,0.00013,0.000113,-95,23.710757,63.368272,93.037342,69.859182,-9.138339,3.916236,-0.185696,-0.03279,0.351556,0.001828,0.011946,0.012295,/home/martin/data/v2/filtered/706_r_img_blc.ppm,/home/martin/data/v2/filtered/706_l_img_blc.ppm
637,707,-0.021317,-17.212303,29,0.004334,0.00013,0.000113,-95,23.710757,63.368272,93.037342,69.859182,-9.138339,3.916236,-0.185696,-0.03279,0.351556,0.001828,0.011946,0.012295,/home/martin/data/v2/filtered/707_r_img_blc.ppm,/home/martin/data/v2/filtered/707_l_img_blc.ppm
638,708,1.719938,-3.311802,29,0.004334,0.00013,0.000113,-95,23.607143,65.79283,93.412298,68.938589,-9.226978,4.068818,-0.184892,-0.035085,0.339719,0.001103,0.007592,0.007183,/home/martin/data/v2/filtered/708_r_img_blc.ppm,/home/martin/data/v2/filtered/708_l_img_blc.ppm
639,709,-0.699751,-26.479657,29,0.004334,0.00013,0.000113,-95,23.607143,65.79283,93.412298,68.938589,-9.226978,4.068818,-0.184892,-0.035085,0.339719,0.001103,0.007592,0.007183,/home/martin/data/v2/filtered/709_r_img_blc.ppm,/home/martin/data/v2/filtered/709_l_img_blc.ppm
640,710,-12.587703,-10.772468,29,0.004334,0.00013,0.000113,-95,23.607143,65.79283,93.412298,68.938589,-9.226978,4.068818,-0.184892,-0.035085,0.339719,0.001103,0.007592,0.007183,/home/martin/data/v2/filtered/710_r_img_blc.ppm,/home/martin/data/v2/filtered/710_l_img_blc.ppm
641,711,-10.161309,-14.150544,29,0.004334,0.00013,0.000113,-95,23.607143,65.79283,93.412298,68.938589,-9.226978,4.068818,-0.184892,-0.035085,0.339719,0.001103,0.007592,0.007183,/home/martin/data/v2/filtered/711_r_img_blc.ppm,/home/martin/data/v2/filtered/711_l_img_blc.ppm
642,712,7.342127,24.965988,29,0.004334,0.00013,0.000113,-73.281825,25.024799,32.619692,102.790674,-1.729584,0,-12.19934,-0.180954,0.039313,0.323252,0.000011,0.000013,0.00001,/home/martin/data/v2/filtered/712_r_img_blc.ppm,/home/martin/data/v2/filtered/712_l_img_blc.ppm
643,713,-7.594669,2.20286,29,0.004334,0.00013,0.000113,-73.281825,25.024799,32.619692,102.790674,-1.729584,0,-12.19934,-0.180954,0.039313,0.323252,0.000011,0.000013,0.00001,/home/martin/data/v2/filtered/713_r_img_blc.ppm,/home/martin/data/v2/filtered/713_l_img_blc.ppm
644,714,-18.35709,28.610818,29,0.004334,0.00013,0.000113,-73.281825,25.024799,32.619692,102.790674,-1.729584,0,-12.19934,-0.180954,0.039313,0.323252,0.000011,0.000013,0.00001,/home/martin/data/v2/filtered/714_r_img_blc.ppm,/home/martin/data/v2/filtered/714_l_img_blc.ppm
645,715,-10.436264,17.911281,29,0.004334,0.00013,0.000113,-73.281825,25.024799,32.619692,102.790674,-1.729584,0,-12.19934,-0.180954,0.039313,0.323252,0.000011,0.000013,0.00001,/home/martin/data/v2/filtered/715_r_img_blc.ppm,/home/martin/data/v2/filtered/715_l_img_blc.ppm
646,716,2.206652,28.243754,29,0.004334,0.00013,0.000113,-71.927899,25.141185,29.897083,105.09616,-1.687489,-0.000185,-12.981082,-0.17524,0.046675,0.32381,0.000009,0.00001,0.000007,/home/martin/data/v2/filtered/716_r_img_blc.ppm,/home/martin/data/v2/filtered/716_l_img_blc.ppm
647,718,-12.924689,27.102455,29,0.004334,0.00013,0.000113,-71.927899,25.141185,29.897083,105.09616,-1.687489,-0.000185,-12.981082,-0.17524,0.046675,0.32381,0.000009,0.00001,0.000007,/home/martin/data/v2/filtered/718_r_img_blc.ppm,/home/martin/data/v2/filtered/718_l_img_blc.ppm
648,720,9.248637,25.469744,29,0.004334,-0.00013,-0.000113,-92.155669,24.06539,55.069849,88.557449,-2.384167,0,-4.407175,-0.193501,-0.010228,0.337053,0,0.000004,0.000003,/home/martin/data/v2/filtered/720_r_img_blc.ppm,/home/martin/data/v2/filtered/720_l_img_blc.ppm
